n_start,step,value,nu2,delta_nu2
50,16,40,3,3.0
50,17,20,2,-1.0
50,18,10,1,-1.0
50,19,5,0,-1.0
50,20,16,4,4.0
50,21,8,3,-1.0
50,22,4,2,-1.0
50,23,2,1,-1.0
50,24,1,0,-1.0
51,0,51,0,
51,1,154,1,1.0
51,2,77,0,-1.0
51,3,232,3,3.0
51,4,116,2,-1.0
51,5,58,1,-1.0
51,6,29,0,-1.0
51,7,88,3,3.0
51,8,44,2,-1.0
51,9,22,1,-1.0
51,10,11,0,-1.0
51,11,34,1,1.0
51,12,17,0,-1.0
51,13,52,2,2.0
51,14,26,1,-1.0
51,15,13,0,-1.0
51,16,40,3,3.0
51,17,20,2,-1.0
51,18,10,1,-1.0
51,19,5,0,-1.0
51,20,16,4,4.0
51,21,8,3,-1.0
51,22,4,2,-1.0
51,23,2,1,-1.0
51,24,1,0,-1.0
52,0,52,2,
52,1,26,1,-1.0
52,2,13,0,-1.0
52,3,40,3,3.0
